word;polarity_n0;polarity_n1
enfastiante;POL:N0=-1;
enfático;POL:N0=0;
enfatuado;POL:N0=-1;
enfeitado;POL:N0=0;
enfeitiçado;POL:N0=-1;
enfermiço;POL:N0=-1;
enfermidade;POL:N0=-1;
enfezado;POL:N0=-1;
enfezamento;POL:N0=-1;
enfiado;POL:N0=-1;
enfiar o barrete;POL:N0=-1;
enforcar-se;POL:N0=-1;
enfraquecer;POL:N0=-1;
enfraquecido;POL:N0=-1;
enfrascado;POL:N0=-1;
enfrentar o touro pelos cornos;POL:N0=1;
enfrentar;POL:N0=1;POL:N1=-1
enfronhado;POL:N0=-1;
enfunado;POL:N0=-1;
enfurecer-se;POL:N0=-1;
enfurecer;POL:N0=1;POL:N1=-1
enfurecido;POL:N0=-1;
enfurecimento;POL:N0=-1;
engaiolado;POL:N0=-1;
engaiolamento;POL:N0=-1;
engaiolar;POL:N0=1;POL:N1=-1
enganado;POL:N0=-1;
enganador;POL:N0=-1;
enganar-se;POL:N0=-1;
enganar;POL:N0=-1;POL:N1=0
engano;POL:N0=-1;
enganoso;POL:N0=-1;
engarrafado;POL:N0=-1;
engasgado;POL:N0=-1;
engasgamento;POL:N0=-1;
engatado;POL:N0=-1;
engenhoso;POL:N0=0;
engodado;POL:N0=-1;
engolfado;POL:N0=-1;
engolido;POL:N0=-1;
engolir em seco;POL:N0=-1;
engonha;POL:N0=-1;
engraçado;POL:N0=1;
engrupido;POL:N0=-1;
enigmático;POL:N0=-1;
enjeitado;POL:N0=-1;
enjoado;POL:N0=-1;
enjoar;POL:N0=-1;
enjoo;POL:N0=-1;
enlameado;POL:N0=-1;
enleado;POL:N0=-1;
enlevado;POL:N0=-1;
enlouquecer;POL:N0=-1;
enlouquecido;POL:N0=-1;
enlouquecimento;POL:N0=-1;
enlutado;POL:N0=-1;
enobrecer;POL:N0=1;POL:N1=0
enojado;POL:N0=-1;
enojar;POL:N0=-1;POL:N1=0
enrabichado;POL:N0=0;
enraivecer;POL:N0=1;POL:N1=-1
enraivecido;POL:N0=-1;
enraivecimento;POL:N0=-1;
enrascada;POL:N0=-1;
enrascado;POL:N0=-1;
enredado;POL:N0=-1;
enregelado;POL:N0=-1;
enresinado;POL:N0=-1;
enrijecido;POL:N0=-1;
enrodilhador;POL:N0=-1;
enrolado;POL:N0=-1;
enrubescido;POL:N0=0;
enrugado;POL:N0=-1;
ensacado;POL:N0=-1;
ensangüentado;POL:N0=-1;
ensanguentado;POL:N0=-1;
ensimesmado;POL:N0=-1;
ensimesmamento;POL:N0=-1;
ensombrar;POL:N0=1;POL:N1=-1
ensurdecedor;POL:N0=-1;
entalado;POL:N0=-1;
entalar-se;POL:N0=-1;
entalar;POL:N0=1;POL:N1=-1
entaramelado;POL:N0=-1;
entediado;POL:N0=-1;
entediante;POL:N0=-1;
entendido;POL:N0=1;
enternecedor;POL:N0=1;
enternecido;POL:N0=1;
enterrado;POL:N0=-1;
enterrar a cabeça na areia;POL:N0=-1;
enterrar-se;POL:N0=-1;
enterrar;POL:N0=1;POL:N1=-1
entontecido;POL:N0=-1;
entontecimento;POL:N0=-1;
entornado;POL:N0=-1;
entorpecer;POL:N0=-1;
entorpecido;POL:N0=-1;
entorpecimento;POL:N0=-1;
entortado;POL:N0=-1;
entradote;POL:N0=0;
entregador;POL:N0=-1;
entregar a alma ao criador;POL:N0=-1;
entregar a alma ao diabo;POL:N0=-1;
entregar o ouro ao bandido;POL:N0=-1;
entregar-se de corpo e alma;POL:N0=1;
entrevação;POL:N0=-1;
entrevado;POL:N0=-1;
entristecer;POL:N0=-1;POL:N1=0
entristecido;POL:N0=-1;
entristecimento;POL:N0=-1;
entubado;POL:N0=-1;
entulhado;POL:N0=-1;
entumecimento;POL:N0=-1;
entusiasmante;POL:N0=1;
entusiasmar;POL:N0=1;POL:N1=0
entusiasmo;POL:N0=1;
entusiasta;POL:N0=1;
entusiástico;POL:N0=1;
envaidecido;POL:N0=-1;
envelhecido;POL:N0=-1;
envenenador;POL:N0=-1;
envenenamento;POL:N0=-1;
envenenar;POL:N0=-1;POL:N1=0
envergonhado;POL:N0=-1;
envergonhar-se;POL:N0=-1;
envergonhar;POL:N0=-1;POL:N1=0
enviesado;POL:N0=-1;
envinagrado;POL:N0=-1;
envolvente;POL:N0=0;
enxerido;POL:N0=-1;
enxofrado;POL:N0=-1;
enxoframento;POL:N0=-1;
enxotar;POL:N0=1;POL:N1=-1
enxovalhado;POL:N0=-1;
enxovalhar;POL:N0=1;POL:N1=-1
enxuto;POL:N0=1;
épico;POL:N0=0;
epigramático;POL:N0=-1;
epilético;POL:N0=-1;
equânime;POL:N0=1;
equanimidade;POL:N0=1;
equidade;POL:N0=1;
equilibrado;POL:N0=1;
equilíbrio;POL:N0=1;
eqüitativo;POL:N0=1;
equitativo;POL:N0=1;
equivocado;POL:N0=-1;
equivocar-se;POL:N0=-1;
equívoco;POL:N0=-1;
equívoco;POL:N0=-1;
erecto;POL:N0=0;
ereto;POL:N0=0;
erguer a cabeça;POL:N0=1;
ermo;POL:N0=-1;
erótico;POL:N0=0;
erotomania;POL:N0=-1;
erotomaníaco;POL:N0=-1;
errado;POL:N0=-1;
errante;POL:N0=-1;
errar;POL:N0=-1;
errático;POL:N0=-1;
erro;POL:N0=-1;
erudito;POL:N0=1;
esbaforido;POL:N0=-1;
esbanjado;POL:N0=-1;
esbanjador;POL:N0=-1;
esbanjamento;POL:N0=-1;
esbanjar dinheiro;POL:N0=-1;
esbatido;POL:N0=-1;
esbelto;POL:N0=1;
esbofetear;POL:N0=1;POL:N1=-1
esborratado;POL:N0=-1;
esburacado;POL:N0=-1;
escabelado;POL:N0=-1;
escabrosidade;POL:N0=-1;
escabroso;POL:N0=-1;
escaldado;POL:N0=-1;
escamado;POL:N0=-1;
escamoso;POL:N0=-1;
escamotear;POL:N0=-1;POL:N1=0
escancarado;POL:N0=-1;
escandalizar;POL:N0=-1;POL:N1=0
escândalo;POL:N0=-1;
escandaloso;POL:N0=-1;
escangalhado;POL:N0=-1;
escanifrado;POL:N0=-1;
escanzelado;POL:N0=-1;
escapadiço;POL:N0=-1;
escapo;POL:N0=-1;
escarnecedor;POL:N0=-1;
escarnecer;POL:N0=0;POL:N1=-1
escarnecido;POL:N0=-1;
escarninho;POL:N0=-1;
escárnio;POL:N0=-1;
escarrapachado;POL:N0=-1;
escavacado;POL:N0=-1;
escaveirado;POL:N0=-1;
esclarecedor;POL:N0=1;
esclarecer;POL:N0=1;POL:N1=0
esclarecido;POL:N0=1;
esclerosado;POL:N0=-1;
esclerose;POL:N0=-1;
esclerótico;POL:N0=-1;
escolarizado;POL:N0=1;
esconder a verdade;POL:N0=-1;
esconder-se;POL:N0=-1;
esconder;POL:N0=-1;POL:N1=0
escondido;POL:N0=-1;
esconso;POL:N0=-1;
escoriado;POL:N0=-1;
escorraçado;POL:N0=-1;
escorregadio;POL:N0=-1;
escorregar;POL:N0=-1;
escorreito;POL:N0=1;
escrachado;POL:N0=-1;
escravizado;POL:N0=-1;
escrupuloso;POL:N0=1;
esculachado;POL:N0=-1;
escultural;POL:N0=1;
escuro;POL:N0=-1;
escusado;POL:N0=-1;
escuso;POL:N0=-1;
esdrúxulo;POL:N0=-1;
esfaimado;POL:N0=-1;
esfalfado;POL:N0=-1;
esfarrapado;POL:N0=-1;
esférico;POL:N0=-1;
esfíngico;POL:N0=-1;
esfomeado;POL:N0=-1;
esforçado;POL:N0=1;
esfuziante;POL:N0=1;
esgalgado;POL:N0=-1;
esganação;POL:N0=-1;
esganado;POL:N0=-1;
esganar;POL:N0=1;POL:N1=-1
esganiçado;POL:N0=-1;
esgazeado;POL:N0=-1;
esgazeamento;POL:N0=-1;
esgotado;POL:N0=-1;
esgotamento;POL:N0=-1;
esgotante;POL:N0=-1;
esgotar;POL:N0=1;POL:N1=-1
esgrouviado;POL:N0=-1;
esguedelhado;POL:N0=-1;
esguio;POL:N0=0;
esmagado;POL:N0=-1;
esmagador;POL:N0=0;
esmagar;POL:N0=1;POL:N1=-1
esmerado;POL:N0=1;
esmerar-se;POL:N0=1;
esmero;POL:N0=1;
esmilhafrado;POL:N0=-1;
esmoler;POL:N0=1;
esmorecer;POL:N0=-1;
esmorecido;POL:N0=-1;
esmorecimento;POL:N0=-1;
esotérico;POL:N0=0;
espalhafato;POL:N0=-1;
espalhafatoso;POL:N0=-1;
espalhanço;POL:N0=-1;
espampanante;POL:N0=-1;
espancado;POL:N0=-1;
espancar;POL:N0=1;POL:N1=-1
espantoso;POL:N0=0;
esparramado;POL:N0=-1;
espartano;POL:N0=0;
espatifado;POL:N0=-1;
espaventoso;POL:N0=-1;
espavorido;POL:N0=-1;
especado;POL:N0=-1;
especial;POL:N0=1;
especioso;POL:N0=0;
espectacular;POL:N0=1;
espectral;POL:N0=1;
esperançado;POL:N0=1;
esperançoso;POL:N0=1;
espertalhão;POL:N0=-1;
esperto;POL:N0=0;
espetacular;POL:N0=1;
espetaculoso;POL:N0=-1;
espetado;POL:N0=-1;
espetar-se ao comprido;POL:N0=-1;
espevitado;POL:N0=1;
espezinhado;POL:N0=-1;
espezinhar;POL:N0=1;POL:N1=-1
espinhento;POL:N0=-1;
espinhoso;POL:N0=-1;
espiritual;POL:N0=0;
espiritualista;POL:N0=0;
espirituoso;POL:N0=1;
esplendente;POL:N0=1;
esplêndido;POL:N0=1;
esplendoroso;POL:N0=1;
espontaneidade;POL:N0=1;
espontâneo;POL:N0=1;
espremido;POL:N0=-1;
espúrio;POL:N0=-1;
esquálido;POL:N0=-1;
esquecediço;POL:N0=-1;
esquecido;POL:N0=-1;
esquelético;POL:N0=-1;
esquentado;POL:N0=-1;
esquerdóide;POL:N0=-1;
esquinado;POL:N0=-1;
esquisitice;POL:N0=-1;
esquisito;POL:N0=-1;
esquivo;POL:N0=-1;
esquizofrenia;POL:N0=-1;
esquizofrénico;POL:N0=-1;
esquizóide;POL:N0=-1;
esquizoidia;POL:N0=-1;
essénio;POL:N0=0;
estabanado;POL:N0=-1;
estabilidade;POL:N0=1;
estacado;POL:N0=-1;
estafado;POL:N0=-1;
estagnado;POL:N0=-1;
estagnar;POL:N0=-1;
estalado;POL:N0=-1;
estalar o verniz;POL:N0=-1;
estampado;POL:N0=-1;
estancado;POL:N0=-1;
estanhado;POL:N0=-1;
estapafúrdio;POL:N0=-1;
estar à altura de;POL:N0=1;POL:N1=1
estar à altura;POL:N0=1;
estar a anos luz de;POL:N0=-1;POL:N1=1
estar à beira do precipício;POL:N0=-1;
estar à deriva;POL:N0=-1;
estar a dormir à sombra da bananeira;POL:N0=-1;
estar a dormir;POL:N0=-1;
estar a falar para as paredes;POL:N0=-1;
estar a falar sozinho;POL:N0=-1;
estar a jeito;POL:N0=-1;
estar à nora;POL:N0=-1;
estar a pensar na morte da bezerra;POL:N0=-1;
estar à rasca;POL:N0=-1;
estar à rasquinha;POL:N0=-1;
estar a secar;POL:N0=-1;
estar à sombra da bananeira;POL:N0=-1;
estar aí para as curvas;POL:N0=1;
estar ao deus dará;POL:N0=-1;
estar armado em carapau de corrida;POL:N0=-1;
estar às aranhas;POL:N0=-1;
estar às cegas;POL:N0=-1;
estar às turras com;POL:N0=-1;POL:N1=-1
estar bem;POL:N0=1;
estar com a cabeça na lua;POL:N0=-1;
estar com a corda ao pescoço;POL:N0=-1;
estar com a corda na garganta;POL:N0=-1;
estar com a corda no pescoço;POL:N0=-1;
estar com a lágrima no canto do olho;POL:N0=-1;
estar com cara de caso;POL:N0=-1;
estar com dor de corno;POL:N0=-1;
estar com dor de cotovelo;POL:N0=-1;
estar com macacos na cabeça;POL:N0=-1;
estar com macacos no sótão;POL:N0=-1;
estar com macaquinhos na cabeça;POL:N0=-1;
estar com macaquinhos no sótão;POL:N0=-1;
estar com o coração nas mãos;POL:N0=-1;
estar com os azeites;POL:N0=-1;
estar com os pés para a cova;POL:N0=-1;
estar com um aperto no coração;POL:N0=-1;
estar de cabeça quente;POL:N0=-1;
estar de mãos a abanar;POL:N0=-1;
estar de mãos atadas;POL:N0=-1;
estar de mãos e pés atados;POL:N0=-1;
estar de molho;POL:N0=-1;
estar de olhos vendados;POL:N0=-1;
estar de pés atados;POL:N0=-1;
estar de saúde;POL:N0=1;
estar de tanga;POL:N0=-1;
estar de trombas;POL:N0=-1;
estar em baixo de forma;POL:N0=-1;
estar em baixo;POL:N0=-1;
estar em grande forma;POL:N0=1;
estar em grande;POL:N0=1;
estar em pedaços;POL:N0=-1;
estar em pele e osso;POL:N0=-1;
estar enterrado até às orelhas;POL:N0=-1;
estar feito ao bife;POL:N0=-1;
estar feito barata tonta;POL:N0=-1;
estar feito com;POL:N0=-1;POL:N1=-1
estar fora de si;POL:N0=-1;
estar na lua;POL:N0=-1;
estar na retranca;POL:N0=-1;
estar nas mãos de;POL:N0=-1;POL:N1=0
estar nas sete quintas;POL:N0=1;
estar no bom caminho;POL:N0=1;
estar num beco sem saída;POL:N0=-1;
estar pelos cabelos;POL:N0=-1;
estar por um fio;POL:N0=-1;
estar sempre a bater na mesma tecla;POL:N0=-1;
estar-se nas tintas;POL:N0=-1;
estarola;POL:N0=-1;
estarolice;POL:N0=-1;
estarrecer;POL:N0=1;POL:N1=-1
estarrecido;POL:N0=-1;
estatelado;POL:N0=-1;
estatelar-se;POL:N0=-1;
estático;POL:N0=-1;
estavanado;POL:N0=-1;
estável;POL:N0=1;
estendido;POL:N0=-1;
estentóreo;POL:N0=0;
estentórico;POL:N0=0;
estereotipado;POL:N0=-1;
estéril;POL:N0=-1;
esterilidade;POL:N0=-1;
esticado;POL:N0=-1;
esticar o pernil;POL:N0=-1;
estigmatizado;POL:N0=-1;
estiloso;POL:N0=-1;
estimado;POL:N0=1;
estimável;POL:N0=1;
estimulado;POL:N0=0;
estirado;POL:N0=-1;
estóico;POL:N0=-1;
estoirado;POL:N0=-1;
estoiro;POL:N0=-1;
estorvar;POL:N0=1;POL:N1=-1
estourado;POL:N0=-1;
estouvado;POL:N0=-1;
estrábico;POL:N0=-1;
estragado;POL:N0=-1;
estrambólico;POL:N0=-1;
estrambótico;POL:N0=-1;
estrangeirado;POL:N0=-1;
estrangulado;POL:N0=-1;
estrangular;POL:N0=1;POL:N1=-1
estranho;POL:N0=-1;
estratagema;POL:N0=-1;
estremunhado;POL:N0=-1;
estrénuo;POL:N0=1;
estridente;POL:N0=-1;
estroina;POL:N0=-1;
estropiado;POL:N0=-1;
estruturado;POL:N0=-1;
estudioso;POL:N0=1;
estulto;POL:N0=-1;
estupefaciente;POL:N0=-1;
estupendo;POL:N0=1;
estupidez;POL:N0=-1;
estúpido;POL:N0=-1;
estuporado;POL:N0=-1;
estuprado;POL:N0=-1;
esvair-se em sangue;POL:N0=-1;
esvaziado;POL:N0=-1;
etéreo;POL:N0=1;
etilizado;POL:N0=-1;
eufónico;POL:N0=1;
eufórico;POL:N0=1;
eunuco;POL:N0=-1;
eurocéptico;POL:N0=0;
eurocético;POL:N0=0;
europeísta;POL:N0=0;
evasão;POL:N0=-1;
evasivo;POL:N0=-1;
evitar;POL:N0=-1;POL:N1=0
exacerbado;POL:N0=-1;
exagerado;POL:N0=-1;
exagerar;POL:N0=-1;
exalado;POL:N0=-1;
exaltado;POL:N0=-1;
exaltar-se;POL:N0=-1;
exangue;POL:N0=-1;
exasperação;POL:N0=-1;
exasperado;POL:N0=-1;
exasperar-se;POL:N0=-1;
exasperar;POL:N0=-1;
exato;POL:N0=1;
exaustão;POL:N0=-1;
exausto;POL:N0=-1;
exceder-se;POL:N0=-1;
exceder;POL:N0=1;POL:N1=-1
excelência;POL:N0=1;
excelente;POL:N0=1;
excelso;POL:N0=1;
excêntrico;POL:N0=0;
excepcional;POL:N0=1;
excessividade;POL:N0=-1;
excessivo;POL:N0=-1;
excitado;POL:N0=0;
excitante;POL:N0=1;
excitar;POL:N0=1;POL:N1=0
excitável;POL:N0=0;
excluído;POL:N0=-1;
excomungado;POL:N0=-1;
execração;POL:N0=-1;
execrado;POL:N0=-1;
execrar;POL:N0=0;POL:N1=-1
execrável;POL:N0=-1;
executado;POL:N0=-1;
exemplar;POL:N0=1;
exemplaridade;POL:N0=1;
exibicionismo;POL:N0=-1;
exibicionista;POL:N0=-1;
exibido;POL:N0=-1;
exibir-se;POL:N0=-1;
exigente;POL:N0=0;
exilado;POL:N0=-1;
eximido;POL:N0=-1;
exímio;POL:N0=1;
exotérico;POL:N0=-1;
expansivo;POL:N0=1;
expatriado;POL:N0=-1;
expeditivo;POL:N0=1;
expedito;POL:N0=1;
expelido;POL:N0=-1;
experiência;POL:N0=1;
experiente;POL:N0=1;
experimentado;POL:N0=1;
experimentar dificuldades;POL:N0=-1;
experto;POL:N0=1;
explícito;POL:N0=0;
explorador;POL:N0=-1;
explorar;POL:N0=-1;POL:N1=0
explosivo;POL:N0=-1;
expressivo;POL:N0=1;
expropriado;POL:N0=-1;
expulsar;POL:N0=1;POL:N1=-1
expulso;POL:N0=-1;
extasiado;POL:N0=0;
extemporâneo;POL:N0=-1;
extenuação;POL:N0=-1;
extenuado;POL:N0=-1;
extenuante;POL:N0=-1;
extenuar;POL:N0=1;POL:N1=-1
exterminar;POL:N0=1;POL:N1=-1
extraordinário;POL:N0=1;
extravagante;POL:N0=-1;
extraviado;POL:N0=-1;
extremista;POL:N0=-1;
extremoso;POL:N0=1;
extrovertido;POL:N0=1;
exuberante;POL:N0=0;
exultante;POL:N0=1;
fabuloso;POL:N0=1;
façanhudo;POL:N0=-1;
faccioso;POL:N0=-1;
faceiro;POL:N0=0;
faceto;POL:N0=1;
fácil;POL:N0=0;
facínora;POL:N0=-1;
facinoroso;POL:N0=-1;
factual;POL:N0=1;
facundo;POL:N0=0;
fadiga;POL:N0=-1;
fadigado;POL:N0=-1;
falácia;POL:N0=-1;
falacioso;POL:N0=-1;
falado;POL:N0=1;
falador;POL:N0=0;
falante;POL:N0=1;
falar com convicção;POL:N0=1;
falar de barriga cheia;POL:N0=-1;
falar demais;POL:N0=-1;
falar para as paredes;POL:N0=-1;
falar para o boneco;POL:N0=-1;
falar sem convicção;POL:N0=-1;
falar verdade;POL:N0=1;
falência;POL:N0=-1;
falhado;POL:N0=-1;
falhanço;POL:N0=-1;
falhar;POL:N0=-1;
falho;POL:N0=-1;
falibilidade;POL:N0=-1;
falido;POL:N0=-1;
falível;POL:N0=-1;
falsear;POL:N0=-1;POL:N1=0
falseta;POL:N0=-1;
falsidade;POL:N0=-1;
falso;POL:N0=-1;
faltar à palavra;POL:N0=-1;
faltar ao compromisso;POL:N0=-1;
faltar ao respeito;POL:N0=-1;
falto;POL:N0=-1;
faltoso;POL:N0=-1;
famélico;POL:N0=-1;
famigerado;POL:N0=0;
faminto;POL:N0=-1;
famoso;POL:N0=1;
fanfarrão;POL:N0=-1;
fanho;POL:N0=-1;
fanhoso;POL:N0=-1;
fantasiar;POL:N0=-1;POL:N1=0
fantasista;POL:N0=-1;
fantástico;POL:N0=1;
fareleiro;POL:N0=-1;
farisaico;POL:N0=-1;
fariseu;POL:N0=-1;
farrista;POL:N0=-1;
farronqueiro;POL:N0=-1;
farsa;POL:N0=-1;
farsante;POL:N0=-1;
farsista;POL:N0=-1;
farsola;POL:N0=-1;
fascinante;POL:N0=1;
fascinar;POL:N0=1;POL:N1=0
fascista;POL:N0=-1;
fastidioso;POL:N0=-1;
fastio;POL:N0=-1;
fatal;POL:N0=-1;
fatalista;POL:N0=-1;
fatigado;POL:N0=-1;
fatigante;POL:N0=-1;
fátuo;POL:N0=-1;
favorável;POL:N0=1;
favorecer;POL:N0=-1;POL:N1=-1
fazer à custa de;POL:N0=-1;POL:N1=0
fazer a folha a;POL:N0=-1;POL:N1=0
fazer asneira;POL:N0=-1;
fazer beicinho;POL:N0=-1;
fazer biquinho;POL:N0=-1;
fazer boa figura;POL:N0=1;
fazer caretas;POL:N0=-1;
fazer com os olhos fechados;POL:N0=1;
fazer com uma perna às costas;POL:N0=1;
fazer das tripas coração;POL:N0=1;
fazer faísca;POL:N0=-1;
fazer figura de urso;POL:N0=-1;
fazer figura triste;POL:N0=-1;
fazer filmes;POL:N0=-1;
fazer gato e sapato de;POL:N0=-1;POL:N1=0
fazer horas;POL:N0=-1;
fazer má figura;POL:N0=-1;
fazer orelhas moucas;POL:N0=-1;
fazer ouvidos de mercador;POL:N0=-1;
fazer pouco de;POL:N0=0;POL:N1=-1
fazer sombra a;POL:N0=1;POL:N1=-1
fazer um grande feito;POL:N0=1;
fazer um negócio da China;POL:N0=1;
fazer uma boa jogada;POL:N0=1;
fazer uma figura decente;POL:N0=1;
fazer uma jogada de mestre;POL:N0=1;
fazer uma rica parelha;POL:N0=-1;POL:N1=-1
fazer uma tempestade num copo de água;POL:N0=-1;
fazer vista grossa;POL:N0=-1;
fazer xeque-mate;POL:N0=1;
fazer-se de vítima;POL:N0=-1;
febril;POL:N0=-1;
fechado;POL:N0=-1;
fechar os olhos;POL:N0=-1;
fechar-se em copas;POL:N0=-1;
fecundo;POL:N0=1;
fedor;POL:N0=-1;
fedorento;POL:N0=-1;
feio;POL:N0=-1;
feiticista;POL:N0=-1;
feitiço;POL:N0=-1;
felicidade;POL:N0=1;
felicitar;POL:N0=0;POL:N1=1
felino;POL:N0=-1;
feliz;POL:N0=1;
felizardo;POL:N0=1;
femeeiro;POL:N0=-1;
fenomenal;POL:N0=1;
ferido;POL:N0=-1;
ferino;POL:N0=-1;
ferir;POL:N0=0;POL:N1=-1
fero;POL:N0=-1;
feroz;POL:N0=-1;
ferrado;POL:N0=-1;
ferrenho;POL:N0=-1;
férreo;POL:N0=-1;
fértil;POL:N0=1;
ferver em pouca água;POL:N0=-1;
fervoroso;POL:N0=0;
fescenino;POL:N0=-1;
festeiro;POL:N0=0;
festivo;POL:N0=1;
fetichista;POL:N0=-1;
fiabilidade;POL:N0=1;
fiável;POL:N0=1;
ficar a apanhar bonés;POL:N0=-1;
ficar a chupar no dedo;POL:N0=-1;
ficar à deriva;POL:N0=-1;
ficar a dormir à sombra da bananeira;POL:N0=-1;
ficar a falar para as paredes;POL:N0=-1;
ficar a falar sozinho;POL:N0=-1;
ficar a jeito;POL:N0=-1;
ficar à nora;POL:N0=-1;
ficar a pensar na morte da bezerra;POL:N0=-1;
ficar a secar;POL:N0=-1;
ficar à sombra da bananeira;POL:N0=-1;
ficar à sombra de;POL:N0=-1;POL:N1=0
ficar a ver navios;POL:N0=-1;
ficar ao deus dará;POL:N0=-1;
ficar aos caídos;POL:N0=-1;
ficar às aranhas;POL:N0=-1;
ficar às cegas;POL:N0=-1;
ficar com a cabeça em água;POL:N0=-1;
ficar com a cabeça na lua;POL:N0=-1;
ficar com as calças na mão;POL:N0=-1;
ficar com cara de caso;POL:N0=-1;
ficar com dor de corno;POL:N0=-1;
ficar com dor de cotovelo;POL:N0=-1;
ficar com macacos na cabeça;POL:N0=-1;
ficar com macacos no sótão;POL:N0=-1;
ficar com macaquinhos na cabeça;POL:N0=-1;
ficar com macaquinhos no sótão;POL:N0=-1;
ficar com o coração nas mãos;POL:N0=-1;
ficar com os louros;POL:N0=-1;
ficar de mãos a abanar;POL:N0=-1;
ficar de mãos atadas;POL:N0=-1;
ficar de mãos e pés atados;POL:N0=-1;
ficar de molho;POL:N0=-1;
ficar de pés atados;POL:N0=-1;
ficar de tanga;POL:N0=-1;
ficar de trombas;POL:N0=-1;
ficar em pedaços;POL:N0=-1;
ficar em primeiro;POL:N0=1;
ficar em último;POL:N0=-1;
ficar enterrado até às orelhas;POL:N0=-1;
ficar feito barata tonta;POL:N0=-1;
ficar fora de si;POL:N0=-1;
ficar mal visto;POL:N0=-1;
ficar na lua;POL:N0=-1;
ficar nas mãos de;POL:N0=-1;POL:N1=0
ficar num beco sem saída;POL:N0=-1;
ficar para tio;POL:N0=-1;
ficar pelos cabelos;POL:N0=-1;
ficar reduzido a nada;POL:N0=-1;
ficar reduzido a zero;POL:N0=-1;
ficar sem argumentos;POL:N0=-1;
fictício;POL:N0=-1;
fidalgo;POL:N0=0;
fidedignidade;POL:N0=1;
fidedigno;POL:N0=1;
fidelidade;POL:N0=1;
fiel;POL:N0=1;
figadal;POL:N0=0;
filantrópico;POL:N0=1;
filantropo;POL:N0=1;
filho da puta;POL:N0=-1;
filosofante;POL:N0=0;
filosófico;POL:N0=0;
filósofo;POL:N0=0;
finado;POL:N0=-1;
fincado;POL:N0=-1;
fingido;POL:N0=-1;
fingidor;POL:N0=-1;
fingimento;POL:N0=-1;
fingir;POL:N0=-1;POL:N1=0
fino;POL:N0=0;
finório;POL:N0=-1;
fintar;POL:N0=1;POL:N1=-1
firme;POL:N0=1;
firmeza;POL:N0=1;
fisgado;POL:N0=-1;
fiteiro;POL:N0=-1;
fitinhas;POL:N0=-1;
fiúza;POL:N0=-1;
fixe;POL:N0=1;
flagelado;POL:N0=-1;
flagelante;POL:N0=-1;
flagelar;POL:N0=1;POL:N1=-1
flamante;POL:N0=0;
flamejante;POL:N0=0;
flatulência;POL:N0=-1;
flatulento;POL:N0=-1;
flébil;POL:N0=-1;
fleumático;POL:N0=0;
flexibilidade;POL:N0=1;
flexível;POL:N0=1;
fluência;POL:N0=1;
fluente;POL:N0=1;
fluidez;POL:N0=1;
fluido;POL:N0=1;
fodido;POL:N0=-1;
fofo;POL:N0=1;
fofoqueiro;POL:N0=-1;
fofoquice;POL:N0=-1;
fogoso;POL:N0=0;
foito;POL:N0=0;
folclórico;POL:N0=-1;
foleirice;POL:N0=-1;
foleiro;POL:N0=-1;
folgado;POL:N0=-1;
folgazão;POL:N0=0;
folião;POL:N0=0;
fome;POL:N0=-1;
foragido;POL:N0=-1;
forasteiro;POL:N0=-1;
forçado;POL:N0=-1;
formal;POL:N0=0;
formalista;POL:N0=0;
formidável;POL:N0=1;
formoso;POL:N0=1;
formosura;POL:N0=1;
fornicador;POL:N0=-1;
forreta;POL:N0=-1;
fortalecido;POL:N0=1;
forte;POL:N0=1;
fortificado;POL:N0=1;
fosco;POL:N0=-1;
fotogenia;POL:N0=1;
fotogénico;POL:N0=1;
fracalhote;POL:N0=-1;
fracassado;POL:N0=-1;
fracassar;POL:N0=-1;
fracasso;POL:N0=-1;
fraco;POL:N0=-1;
fracote;POL:N0=-1;
frágil;POL:N0=-1;
fragilidade;POL:N0=-1;
fragilizado;POL:N0=-1;
fragilizar;POL:N0=1;POL:N1=-1
fragmentado;POL:N0=-1;
franco;POL:N0=1;
francófilo;POL:N0=0;
francófobo;POL:N0=-1;
franqueza;POL:N0=1;
franzino;POL:N0=-1;
fraqueza;POL:N0=-1;
fraternal;POL:N0=1;
fraternidade;POL:N0=1;
fraterno;POL:N0=1;
fraturado;POL:N0=-1;
fraude;POL:N0=-1;
fraudulento;POL:N0=-1;
fremente;POL:N0=0;
frenético;POL:N0=-1;
frescalhote;POL:N0=1;
fresco;POL:N0=0;
frieza;POL:N0=-1;
frigidez;POL:N0=-1;
frígido;POL:N0=-1;
frio;POL:N0=-1;
frito;POL:N0=-1;
frivolidade;POL:N0=-1;
frívolo;POL:N0=-1;
frontal;POL:N0=1;
frontalidade;POL:N0=1;
frouxidão;POL:N0=-1;
frouxo;POL:N0=-1;
frugal;POL:N0=1;
fruste;POL:N0=-1;
frustração;POL:N0=-1;
frustrado;POL:N0=-1;
frustrar;POL:N0=-1;POL:N1=0
fugaz;POL:N0=0;
fugidio;POL:N0=-1;
fugido;POL:N0=-1;
fugir à questão;POL:N0=-1;
fugir à responsabilidade;POL:N0=-1;
fugir a sete pés;POL:N0=-1;
fugir ao fisco;POL:N0=-1;
fugir às perguntas;POL:N0=-1;
fugir às responsabilidades;POL:N0=-1;
fugir com o rabo à seringa;POL:N0=-1;
fugir;POL:N0=-1;POL:N1=0
fugitivo;POL:N0=-1;
fujão;POL:N0=-1;
