word,part_of_speech,target,polarity_n0,polarity_n1,anotation
perder a compostura,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder a postura,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder a razão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder as estribeiras,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder o juízo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder o norte,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder o pio,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder os sentidos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder terreno,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perder,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
perdido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perdoado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
perdoador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
perdoável,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
perdulário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perecedor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
perecível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
peregrino,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
peremptório,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perentório,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perfeição,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perfeito,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perfídia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pérfido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perfumado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perguntador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
perigo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perigosidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perigoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perito,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
permanente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
permissivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perneta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pernicioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pernóstico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perplexo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
perro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perscrutador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
perseguir,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
perseverança,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perseverante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
persistente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perspicácia,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perspicaz,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perspicuidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perspícuo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
persuadido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
persuasivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
persuasor,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
persuasório,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
pertinácia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pertinaz,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pertinência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pertinente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
perturbação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perturbações de carácter,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perturbações de caráter,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perturbado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perturbador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perturbante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perturbar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
perversidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perverso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pervertedor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
perverter,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
pervertidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pervertido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pesadão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pesaroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pesporrência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pesporrente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pessimismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pessimista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
péssimo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pestanejante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
pétreo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
petrificado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
petrificante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
petulância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
petulante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piada,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
picado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
picante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
picareta falante,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pícaro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
picuinhas,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piedoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
piegas,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pieguice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pífio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pigmeu,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pimpão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pindérico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pinguço,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pinoca,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pintalegrete,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piolhoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pior,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piorar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pipi,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piração,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pirado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piranga,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pirangueiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pirar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pirata,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piromania,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piromaníaco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pirómano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pirosice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
piroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pisado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pisar na bola,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pisar o risco,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pisco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pitónico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pitoresco,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
pitosga,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
plácido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
plangência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
plangente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
platónico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
plausível,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
plebeu,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pobre coitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobre de espírito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobre e mal agradecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobre,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobretana,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobretão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobrete,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobreza de espírito,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pobreza,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
poderoso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
podre,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
poético,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
poleiro,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
polémica,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
polémico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
polemista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
poliandra,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
polido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
politicante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
politiqueiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
politiquice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
polivalente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
poltrão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
poluir,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pomposo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
ponderação,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ponderado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ponderoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pontapear,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
ponto fraco,N,TG=HUM:N1,POL:N0=-2,,ANOT=MAN
ponto fraco,N,TG=HUM:N2,POL:N0=-3,,ANOT=MAN
pontual,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pontualidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pontudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
popular,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
popularidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
populismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
populista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
porcalhão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
porcaria,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
porcino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
porco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
porfiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pornografia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pornográfico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
porreiro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
portentoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
positividade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
positivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
possante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
possessão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
possessividade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
possessivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
possesso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
possibilista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
possidónio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
possuído,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
postiço,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
potente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
poupado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pragmático,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pragmatismo,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pragmatista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
prático,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prazenteiro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
precariedade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
precatado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
precavido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
precioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
precipitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
precipitar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
precisado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
precisão,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
precisar de comer farinha maizena,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
preclaro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
precoce,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
preconceito,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
preconceituoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
predilecto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
predileto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
preeminente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
preferido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
preferir,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
pregar aos peixes,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
preguiça,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
preguiçoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
prejudicado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prejudicar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
prejudicial,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
premeditado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
premiado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
premido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
prendado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
preocupado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
preparado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
prepotência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
prepotente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
presbíope,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
presbiopia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
presbitismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
presciente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
presente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
preservado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
presidiário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
preso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pressuroso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
prestabilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestativo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestigiado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestigiante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestígio,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestigioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prestimoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
presto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
presumido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
presumível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
presunção,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
presunçoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pretensiosismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pretensioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pretenso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prevenido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
previdente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prezado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
prezável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
primitivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
primoroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
prisão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
prisioneiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
privilegiado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
problema,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
problemático,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
probo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
processado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prodigioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
produtividade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
produtivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
proeminente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
profanador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
profano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
professo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
proficiente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
profícuo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
profissional,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
profissionalismo,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
profundo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
profuso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
progressista,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
proibitivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prolífero,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
prolífico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prolixo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
prometedor,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
prometer mundos e fundos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
promiscuidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
promíscuo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
promissor,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
promitente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
pronóstico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
propenso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
propício,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
proporcional,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
prosaico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
proscrito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prosista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prosperar,V,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prosperidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
próspero,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prostituído,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prostituir-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
prostituto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
prostrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
protector,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
protervo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
protestação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
protestante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
protestativo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
protesto,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
protetor,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
provecto,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
proveitoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
providência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
providencial,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
providente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
provincianismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provinciano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provocação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provocador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provocante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provocar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
provocativo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provocatório,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
provocável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
prudência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
prudente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pseudo-intelectual,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
psicopata,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
psicopatia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
psicose,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
psicótico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pudendo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
pudibundo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
pudico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
pueril,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pugnaz,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
pujante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pulcro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pulha,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pulhice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pulverizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pundonoroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
pungente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
punido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
punir,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
pureza,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
purificado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
purista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
puritano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
puro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
púrrio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
pusilânime,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
puto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
putrefato,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
pútrido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
puxadinho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quadrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quadrúpede,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
qualificado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
quebrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
quebrantado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quebrantar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quebrar a promessa eleitoral,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quebrar a promessa,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quebrar as regras do jogo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quebrar as regras,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quebrar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
queimado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
queimar tempo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
queimar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
queimar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
queixinhas,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
queixoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
queixudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
queque,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
